prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
ALVE,2012,2,0.02661,0.07357,0.00000,0.10018,0.00001,4444332
ALVE,2012,3,0.03033,0.07815,0.00000,0.10848,0.00002,4444332
ALVE,2012,4,0.02756,0.07105,0.00000,0.09861,0.00004,4444332
ALVE,2012,5,0.02878,0.07436,0.00000,0.10314,0.00004,4444332
ALVE,2012,6,0.01103,0.02773,0.00000,0.03877,0.00001,4444332
ALVE,2012,7,0.02807,0.07229,0.00000,0.10036,0.00001,4444332
ALVE,2012,8,0.02582,0.06712,0.00000,0.09294,0.00004,4444332
ALVE,2012,9,0.02140,0.06648,0.00000,0.08788,0.00001,4444332
ALVE,2012,10,0.00504,0.01537,0.00000,0.02041,0.00000,4444332
ALVE,2012,11,0.00118,0.00535,0.00000,0.00653,0.00002,4444332
ALVE,2012,12,0.01073,0.02523,0.00000,0.03596,0.00006,4444332
ALVE,2013,1,0.01251,0.02923,0.00000,0.04175,0.00013,4444332
ALVE,2013,2,0.01195,0.02876,0.00000,0.04071,0.00026,4444332
ALVE,2013,3,0.01307,0.03176,0.00000,0.04483,0.00020,4444332
ALVE,2013,4,0.00292,0.00515,0.00000,0.00806,0.00029,4444332
ALVE,2013,5,0.00249,0.00762,0.00000,0.01012,0.00009,4444332
ALVE,2013,6,0.01417,0.03832,0.00000,0.05248,0.00038,4444332
ALVE,2013,7,0.01415,0.03801,0.00000,0.05216,0.00023,4444332
ALVE,2013,8,0.01444,0.03960,0.00000,0.05404,0.00041,4444332
ALVE,2013,9,0.00224,0.00613,0.00000,0.00837,0.00004,4444332
ALVE,2013,10,0.01026,0.03210,0.00000,0.04236,0.00007,4444332
ALVE,2013,11,0.01798,0.05899,0.00000,0.07697,0.00002,4444332
ALVE,2013,12,0.01961,0.06625,0.00000,0.08587,0.00002,4444332
ALVE,2014,1,0.01883,0.06344,0.00000,0.08227,0.00001,4444332
ALVE,2014,2,0.01574,0.05215,0.00000,0.06789,0.00006,4444332
ALVE,2014,3,0.01759,0.06041,0.00000,0.07800,0.00093,4444332
ALVE,2014,4,0.01722,0.05813,0.00000,0.07535,0.00090,4444332
ALVE,2014,5,0.01785,0.06110,0.00000,0.07894,0.00071,4444332
ALVE,2014,6,0.01674,0.05807,0.00000,0.07481,0.00050,4444332
ALVE,2014,7,0.01673,0.05825,0.00000,0.07498,0.00044,4444332
ALVE,2014,8,0.00412,0.01376,0.00000,0.01788,0.00009,4444332
ALVE,2014,9,0.01515,0.05732,0.00000,0.07247,0.00019,4444332
ALVE,2014,10,0.01517,0.05636,0.00000,0.07153,0.00056,4444332
ALVE,2014,11,0.01467,0.05563,0.00000,0.07030,0.00014,4444332
ALVE,2014,12,0.01474,0.05602,0.00000,0.07076,0.00019,4444332
ALVE,2015,1,0.01225,0.04564,0.00000,0.05789,0.00012,4444332
ALVE,2015,2,0.01315,0.04586,0.00000,0.05902,0.00012,4444332
ALVE,2015,3,0.01530,0.05389,0.00000,0.06918,0.00024,4444332
ALVE,2015,4,0.01451,0.05119,0.00000,0.06570,0.00015,4444332
ALVE,2015,5,0.01529,0.05432,0.00000,0.06961,0.00008,4444332
ALVE,2015,6,0.01464,0.05069,0.00000,0.06533,0.00011,4444332
ALVE,2015,7,0.01272,0.05048,0.00000,0.06321,0.00006,4444332
ALVE,2015,8,0.01202,0.04598,0.00000,0.05800,0.00008,4444332
ALVE,2015,9,0.01104,0.04218,0.00000,0.05322,0.00011,4444332
ALVE,2015,10,0.01061,0.03839,0.00000,0.04899,0.00013,4444332
ALVE,2015,11,0.01007,0.03671,0.00000,0.04678,0.00011,4444332
ALVE,2015,12,0.01034,0.03786,0.00000,0.04820,0.00011,4444332
ALVE,2016,1,0.01031,0.03800,0.00000,0.04830,0.00009,4444332
ALVE,2016,2,0.01031,0.04006,0.00000,0.05037,0.00007,4444332
ALVE,2016,3,0.01020,0.03682,0.00000,0.04702,0.00008,4444332
ALVE,2016,4,0.00982,0.03518,0.00000,0.04500,0.00008,4444332
ALVE,2016,5,0.01035,0.03776,0.00000,0.04812,0.00003,4444332
ALVE,2016,6,0.00996,0.03702,0.00000,0.04698,0.00005,4444332
ALVE,2016,7,0.01295,0.04650,0.00000,0.05945,0.00029,4444332
ALVE,2016,8,0.01440,0.04798,0.00000,0.06237,0.00003,4444332
ALVE,2016,9,0.00000,0.00000,0.00000,0.00000,0.00000,4444332
ALVE,2016,10,0.01849,0.05821,0.00000,0.07670,0.00006,4444332
ALVE,2016,11,0.01993,0.06665,0.00000,0.08658,0.00025,4444332
ALVE,2016,12,0.01971,0.07956,0.00000,0.09926,0.00046,4444332
ALVE,2017,1,0.01579,0.06997,0.00000,0.08576,0.00013,4444332
ALVE,2017,2,0.01376,0.06257,0.00000,0.07633,0.00012,4444332
ALVE,2017,3,0.01455,0.06953,0.00000,0.08408,0.00019,4444332
ALVE,2017,4,0.01336,0.06409,0.00000,0.07745,0.00023,4444332
ALVE,2017,5,0.01382,0.06854,0.00000,0.08236,0.00020,4444332
ALVE,2017,6,0.01362,0.06489,0.00000,0.07851,0.00086,4444332
ALVE,2017,7,0.01640,0.08422,0.00000,0.10062,0.00098,4444332
ALVE,2017,8,0.01608,0.08228,0.00000,0.09836,0.00088,4444332
ALVE,2017,9,0.01436,0.07246,0.00000,0.08682,0.00077,4444332
ALVE,2017,10,0.01539,0.07848,0.00000,0.09387,0.00094,4444332
ALVE,2017,11,0.01421,0.07133,0.00000,0.08554,0.00258,4444332
ALVE,2017,12,0.01445,0.07372,0.00000,0.08817,0.00470,4444332
ALVE,2018,1,0.01192,0.05601,0.00000,0.06792,0.00350,4444332
ALVE,2018,2,0.01201,0.05973,0.00000,0.07174,0.00207,4444332
ALVE,2018,3,0.01210,0.06510,0.00000,0.07720,0.00325,4444332
ALVHEIM,2008,6,0.19114,0.01505,0.00000,0.20620,0.00018,2845712
ALVHEIM,2008,7,0.29483,0.02504,0.00000,0.31988,0.00006,2845712
ALVHEIM,2008,8,0.37268,0.03676,0.00000,0.40944,0.00007,2845712
ALVHEIM,2008,9,0.39635,0.03903,0.00000,0.43539,0.00003,2845712
ALVHEIM,2008,10,0.27419,0.02117,0.00000,0.29535,0.00000,2845712
ALVHEIM,2008,11,0.35673,0.03101,0.00000,0.38775,0.00009,2845712
ALVHEIM,2008,12,0.39104,0.03475,0.00000,0.42578,0.00062,2845712
ALVHEIM,2009,1,0.36240,0.03262,0.00000,0.39501,0.00053,2845712
ALVHEIM,2009,2,0.39805,0.03781,0.00000,0.43586,0.00191,2845712
ALVHEIM,2009,3,0.43106,0.04489,0.00000,0.47595,0.00165,2845712
ALVHEIM,2009,4,0.38918,0.03613,0.00000,0.42532,0.01755,2845712
ALVHEIM,2009,5,0.29907,0.02735,0.00000,0.32641,0.01544,2845712
ALVHEIM,2009,6,0.49196,0.04513,0.00000,0.53709,0.02830,2845712
ALVHEIM,2009,7,0.47749,0.04608,0.00000,0.52357,0.03858,2845712
ALVHEIM,2009,8,0.33107,0.03044,0.00000,0.36151,0.03023,2845712
ALVHEIM,2009,9,0.45744,0.04431,0.00000,0.50174,0.04812,2845712
ALVHEIM,2009,10,0.52051,0.05330,0.00000,0.57381,0.07545,2845712
ALVHEIM,2009,11,0.44256,0.04529,0.00000,0.48785,0.07028,2845712
ALVHEIM,2009,12,0.35407,0.03376,0.00000,0.38783,0.04885,2845712
ALVHEIM,2010,1,0.41893,0.03964,0.00000,0.45857,0.06369,2845712
ALVHEIM,2010,2,0.39788,0.03794,0.00000,0.43582,0.06289,2845712
ALVHEIM,2010,3,0.44427,0.04329,0.00000,0.48756,0.08170,2845712
ALVHEIM,2010,4,0.39562,0.03987,0.00000,0.43549,0.08384,2845712
ALVHEIM,2010,5,0.37757,0.03768,0.00000,0.41525,0.00319,2845712
ALVHEIM,2010,6,0.40217,0.04045,0.00000,0.44263,0.00595,2845712
ALVHEIM,2010,7,0.40518,0.04248,0.00000,0.44765,0.00230,2845712
ALVHEIM,2010,8,0.40133,0.04342,0.00000,0.44475,0.00459,2845712
ALVHEIM,2010,9,0.34382,0.03706,0.00000,0.38088,0.00111,2845712
ALVHEIM,2010,10,0.33404,0.03800,0.00000,0.37204,0.00274,2845712
ALVHEIM,2010,11,0.23906,0.02678,0.00000,0.26584,0.00346,2845712
ALVHEIM,2010,12,0.35423,0.03662,0.00000,0.39085,0.02471,2845712
ALVHEIM,2011,1,0.38631,0.04486,0.00000,0.43117,0.04092,2845712
ALVHEIM,2011,2,0.35478,0.04278,0.00000,0.39755,0.00413,2845712
ALVHEIM,2011,3,0.35206,0.04285,0.00000,0.39491,0.00890,2845712
ALVHEIM,2011,4,0.33129,0.03908,0.00000,0.37037,0.00735,2845712
ALVHEIM,2011,5,0.18047,0.02013,0.00000,0.20060,0.05489,2845712
ALVHEIM,2011,6,0.32229,0.03544,0.00000,0.35773,0.10489,2845712
ALVHEIM,2011,7,0.31948,0.04045,0.00000,0.35992,0.11533,2845712
ALVHEIM,2011,8,0.26809,0.03213,0.00000,0.30022,0.09913,2845712
ALVHEIM,2011,9,0.28599,0.03636,0.00000,0.32235,0.12499,2845712
ALVHEIM,2011,10,0.35251,0.04877,0.00000,0.40128,0.11872,2845712
ALVHEIM,2011,11,0.34177,0.05175,0.00000,0.39352,0.12517,2845712
ALVHEIM,2011,12,0.35193,0.05709,0.00000,0.40902,0.13084,2845712
ALVHEIM,2012,1,0.35664,0.05293,0.00000,0.40957,0.13634,2845712
ALVHEIM,2012,2,0.31487,0.04407,0.00000,0.35894,0.12966,2845712
ALVHEIM,2012,3,0.36392,0.05875,0.00000,0.42267,0.15302,2845712
ALVHEIM,2012,4,0.35448,0.05730,0.00000,0.41178,0.16372,2845712
ALVHEIM,2012,5,0.34881,0.05597,0.00000,0.40478,0.17177,2845712
ALVHEIM,2012,6,0.29176,0.04853,0.00000,0.34029,0.15071,2845712
ALVHEIM,2012,7,0.32557,0.05387,0.00000,0.37944,0.17618,2845712
ALVHEIM,2012,8,0.32937,0.05811,0.00000,0.38749,0.18269,2845712
ALVHEIM,2012,9,0.31134,0.05722,0.00000,0.36856,0.18981,2845712
ALVHEIM,2012,10,0.32355,0.05365,0.00000,0.37720,0.21688,2845712
ALVHEIM,2012,11,0.34293,0.05919,0.00000,0.40212,0.22154,2845712
ALVHEIM,2012,12,0.34375,0.05895,0.00000,0.40270,0.21872,2845712
ALVHEIM,2013,1,0.33888,0.05997,0.00000,0.39885,0.18198,2845712
ALVHEIM,2013,2,0.27651,0.04960,0.00000,0.32611,0.09000,2845712
ALVHEIM,2013,3,0.33300,0.05832,0.00000,0.39132,0.12122,2845712
ALVHEIM,2013,4,0.31251,0.05485,0.00000,0.36736,0.13150,2845712
ALVHEIM,2013,5,0.31646,0.05540,0.00000,0.37186,0.14269,2845712
ALVHEIM,2013,6,0.29670,0.05341,0.00000,0.35011,0.09393,2845712
ALVHEIM,2013,7,0.27764,0.04969,0.00000,0.32733,0.24085,2845712
ALVHEIM,2013,8,0.19380,0.03345,0.00000,0.22725,0.18926,2845712
ALVHEIM,2013,9,0.27736,0.04959,0.00000,0.32695,0.24397,2845712
ALVHEIM,2013,10,0.29450,0.05689,0.00000,0.35139,0.25732,2845712
ALVHEIM,2013,11,0.28593,0.05637,0.00000,0.34230,0.23595,2845712
ALVHEIM,2013,12,0.28604,0.05913,0.00000,0.34516,0.24232,2845712
ALVHEIM,2014,1,0.24877,0.04939,0.00000,0.29816,0.24603,2845712
ALVHEIM,2014,2,0.25125,0.05210,0.00000,0.30335,0.23860,2845712
ALVHEIM,2014,3,0.28070,0.05924,0.00000,0.33995,0.27042,2845712
ALVHEIM,2014,4,0.26247,0.05267,0.00000,0.31515,0.27789,2845712
ALVHEIM,2014,5,0.30784,0.05781,0.00000,0.36564,0.34330,2845712
ALVHEIM,2014,6,0.27196,0.05252,0.00000,0.32448,0.32747,2845712
ALVHEIM,2014,7,0.28470,0.05471,0.00000,0.33940,0.38435,2845712
ALVHEIM,2014,8,0.27972,0.05242,0.00000,0.33214,0.37144,2845712
ALVHEIM,2014,9,0.15768,0.02979,0.00000,0.18746,0.21220,2845712
ALVHEIM,2014,10,0.28118,0.05200,0.00000,0.33319,0.40282,2845712
ALVHEIM,2014,11,0.26351,0.05178,0.00000,0.31529,0.39995,2845712
ALVHEIM,2014,12,0.26982,0.05473,0.00000,0.32455,0.42316,2845712
ALVHEIM,2015,1,0.25291,0.05207,0.00000,0.30498,0.42624,2845712
ALVHEIM,2015,2,0.22308,0.04100,0.00000,0.26407,0.40463,2845712
ALVHEIM,2015,3,0.22173,0.03933,0.00000,0.26106,0.39370,2845712
ALVHEIM,2015,4,0.20330,0.03641,0.00000,0.23971,0.41424,2845712
ALVHEIM,2015,5,0.19083,0.03387,0.00000,0.22470,0.35020,2845712
ALVHEIM,2015,6,0.21812,0.04114,0.00000,0.25926,0.41386,2845712
ALVHEIM,2015,7,0.22659,0.03849,0.00000,0.26507,0.41884,2845712
ALVHEIM,2015,8,0.21917,0.03858,0.00000,0.25774,0.41814,2845712
ALVHEIM,2015,9,0.23441,0.03822,0.00000,0.27264,0.35152,2845712
ALVHEIM,2015,10,0.23166,0.03969,0.00000,0.27135,0.41124,2845712
ALVHEIM,2015,11,0.16065,0.02737,0.00000,0.18801,0.29555,2845712
ALVHEIM,2015,12,0.19925,0.03347,0.00000,0.23272,0.34396,2845712
ALVHEIM,2016,1,0.25442,0.04415,0.00000,0.29857,0.38416,2845712
ALVHEIM,2016,2,0.23110,0.04353,0.00000,0.27463,0.37558,2845712
ALVHEIM,2016,3,0.23814,0.04618,0.00000,0.28432,0.39837,2845712
ALVHEIM,2016,4,0.21909,0.04274,0.00000,0.26183,0.37985,2845712
ALVHEIM,2016,5,0.24953,0.04027,0.00000,0.28980,0.37426,2845712
ALVHEIM,2016,6,0.29066,0.04627,0.00000,0.33693,0.37130,2845712
ALVHEIM,2016,7,0.31240,0.04719,0.00000,0.35958,0.37837,2845712
ALVHEIM,2016,8,0.17379,0.02706,0.00000,0.20085,0.20314,2845712
ALVHEIM,2016,9,0.31077,0.05434,0.00000,0.36511,0.36251,2845712
ALVHEIM,2016,10,0.31768,0.06005,0.00000,0.37773,0.39166,2845712
ALVHEIM,2016,11,0.35719,0.05471,0.00000,0.41190,0.40957,2845712
ALVHEIM,2016,12,0.37110,0.05530,0.00000,0.42640,0.40265,2845712
ALVHEIM,2017,1,0.41950,0.05759,0.00000,0.47709,0.39760,2845712
ALVHEIM,2017,2,0.39111,0.05083,0.00000,0.44194,0.36239,2845712
ALVHEIM,2017,3,0.44317,0.06645,0.00000,0.50962,0.44001,2845712
ALVHEIM,2017,4,0.40633,0.06178,0.00000,0.46811,0.40921,2845712
ALVHEIM,2017,5,0.40891,0.06339,0.00000,0.47229,0.48548,2845712
ALVHEIM,2017,6,0.37695,0.06016,0.00000,0.43711,0.49920,2845712
ALVHEIM,2017,7,0.34411,0.04912,0.00000,0.39323,0.51862,2845712
ALVHEIM,2017,8,0.31418,0.04599,0.00000,0.36017,0.49699,2845712
ALVHEIM,2017,9,0.27833,0.04419,0.00000,0.32252,0.46358,2845712
ALVHEIM,2017,10,0.28057,0.04444,0.00000,0.32502,0.46304,2845712
ALVHEIM,2017,11,0.26637,0.04622,0.00000,0.31258,0.46669,2845712
ALVHEIM,2017,12,0.27009,0.05179,0.00000,0.32188,0.50453,2845712
ALVHEIM,2018,1,0.24371,0.03865,0.00000,0.28237,0.50831,2845712
ALVHEIM,2018,2,0.25300,0.04115,0.00000,0.29415,0.37858,2845712
ALVHEIM,2018,3,0.28524,0.04960,0.00000,0.33484,0.35446,2845712
ATLA,2012,9,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2012,10,0.00000,0.05706,0.02153,0.07860,0.00000,21106284
ATLA,2012,11,0.00000,0.08092,0.02681,0.10773,0.00000,21106284
ATLA,2012,12,0.00000,0.08623,0.02587,0.11209,0.00000,21106284
ATLA,2013,1,0.00000,0.04088,0.01225,0.05313,0.00000,21106284
ATLA,2013,2,0.00000,0.02556,0.00713,0.03269,0.00000,21106284
ATLA,2013,3,0.00000,0.07440,0.02208,0.09647,0.00000,21106284
ATLA,2013,4,0.00000,0.05647,0.01509,0.07156,0.00000,21106284
ATLA,2013,5,0.00000,0.05745,0.01406,0.07151,0.00000,21106284
ATLA,2013,6,0.00000,0.05767,0.01473,0.07240,0.00000,21106284
ATLA,2013,7,0.00000,0.04459,0.01226,0.05685,0.00000,21106284
ATLA,2013,8,0.00000,0.02493,0.00572,0.03065,0.00000,21106284
ATLA,2013,9,0.00000,0.04730,0.01056,0.05786,0.00000,21106284
ATLA,2013,10,0.00000,0.05608,0.01161,0.06769,0.00000,21106284
ATLA,2013,11,0.00000,0.03240,0.00787,0.04027,0.00000,21106284
ATLA,2013,12,0.00000,0.04527,0.01149,0.05676,0.00000,21106284
ATLA,2014,1,0.00000,0.03515,0.00843,0.04358,0.00000,21106284
ATLA,2014,2,0.00000,0.02145,0.00330,0.02475,0.00000,21106284
ATLA,2014,3,0.00000,0.03277,0.00631,0.03908,0.00000,21106284
ATLA,2014,4,0.00000,0.01916,0.00462,0.02378,0.00000,21106284
ATLA,2014,5,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2014,6,0.00000,0.01220,0.00539,0.01759,0.00000,21106284
ATLA,2014,7,0.00000,0.02654,0.00630,0.03284,0.00000,21106284
ATLA,2014,8,0.00000,0.01461,0.00405,0.01866,0.00000,21106284
ATLA,2014,9,0.00000,0.02658,0.00502,0.03160,0.00000,21106284
ATLA,2014,10,0.00000,0.02519,0.00552,0.03071,0.00000,21106284
ATLA,2014,11,0.00000,0.01758,0.00326,0.02084,0.00000,21106284
ATLA,2014,12,0.00000,0.01480,0.00276,0.01756,0.00000,21106284
ATLA,2015,1,0.00000,0.02546,0.00421,0.02967,0.00000,21106284
ATLA,2015,2,0.00000,0.01707,0.00378,0.02086,0.00000,21106284
ATLA,2015,3,0.00000,0.01390,0.00359,0.01749,0.00000,21106284
ATLA,2015,4,0.00000,0.01970,0.00426,0.02397,0.00000,21106284
ATLA,2015,5,0.00000,0.01944,0.00426,0.02369,0.00000,21106284
ATLA,2015,6,0.00000,0.01451,0.00325,0.01776,0.00000,21106284
ATLA,2015,7,0.00000,0.01328,0.00305,0.01633,0.00000,21106284
ATLA,2015,8,0.00000,0.01331,0.00265,0.01596,0.00000,21106284
ATLA,2015,9,0.00000,0.01226,0.00241,0.01467,0.00000,21106284
ATLA,2015,10,0.00000,0.00905,0.00171,0.01076,0.00000,21106284
ATLA,2015,11,0.00000,0.01284,0.00263,0.01547,0.00000,21106284
ATLA,2015,12,0.00000,0.01385,0.00287,0.01672,0.00000,21106284
ATLA,2016,1,0.00000,0.01296,0.00271,0.01567,0.00131,21106284
ATLA,2016,2,0.00000,0.01312,0.00282,0.01593,0.00131,21106284
ATLA,2016,3,0.00000,0.00685,0.00169,0.00853,0.00084,21106284
ATLA,2016,4,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2016,5,0.00000,0.00000,0.00000,0.00000,0.00003,21106284
ATLA,2016,6,0.00000,0.00895,0.00200,0.01094,0.00028,21106284
ATLA,2016,7,0.00000,0.00668,0.00124,0.00791,0.00015,21106284
ATLA,2016,8,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2016,9,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2016,10,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2016,11,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2016,12,0.00000,0.00000,0.00000,0.00000,0.00012,21106284
ATLA,2017,1,0.00000,0.00446,0.00066,0.00512,0.00009,21106284
ATLA,2017,2,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,3,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,4,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,5,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,6,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,7,0.00000,0.00984,0.00135,0.01119,0.00017,21106284
ATLA,2017,8,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,9,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,10,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,11,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2017,12,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2018,1,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2018,2,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
ATLA,2018,3,0.00000,0.00000,0.00000,0.00000,0.00000,21106284
BALDER,1991,5,0.01948,0.00096,0.00000,0.02044,0.00000,43562
BALDER,1991,6,0.02696,0.00142,0.00000,0.02838,0.00000,43562
BALDER,1991,7,0.03225,0.00156,0.00000,0.03381,0.00000,43562
BALDER,1991,8,0.02055,0.00100,0.00000,0.02155,0.00000,43562
BALDER,1991,9,0.02932,0.00142,0.00000,0.03074,0.00000,43562
BALDER,1999,10,0.18143,0.00762,0.00000,0.18904,0.00000,43562
BALDER,1999,11,0.32470,0.01561,0.00000,0.34031,0.00000,43562
BALDER,1999,12,0.37508,0.01920,0.00000,0.39428,0.00590,43562
BALDER,2000,1,0.36884,0.01915,0.00000,0.38798,0.02588,43562
BALDER,2000,2,0.33987,0.01760,0.00000,0.35748,0.03409,43562
BALDER,2000,3,0.37402,0.01968,0.00000,0.39369,0.10784,43562
BALDER,2000,4,0.35999,0.01849,0.00000,0.37848,0.09137,43562
BALDER,2000,5,0.35973,0.01827,0.00000,0.37799,0.09810,43562
BALDER,2000,6,0.34205,0.01804,0.00000,0.36009,0.08286,43562
BALDER,2000,7,0.31716,0.01667,0.00000,0.33383,0.11648,43562
BALDER,2000,8,0.31274,0.01703,0.00000,0.32977,0.12002,43562
BALDER,2000,9,0.29559,0.01612,0.00000,0.31171,0.11326,43562
BALDER,2000,10,0.33776,0.01849,0.00000,0.35625,0.14164,43562
BALDER,2000,11,0.29458,0.01496,0.00000,0.30954,0.13203,43562
BALDER,2000,12,0.31568,0.01695,0.00000,0.33263,0.14804,43562
BALDER,2001,1,0.30062,0.01629,0.00000,0.31691,0.17624,43562
BALDER,2001,2,0.22696,0.01221,0.00000,0.23917,0.11737,43562
BALDER,2001,3,0.24638,0.01331,0.00000,0.25969,0.12481,43562
BALDER,2001,4,0.33501,0.01747,0.00000,0.35247,0.13589,43562
BALDER,2001,5,0.34760,0.01860,0.00000,0.36620,0.11705,43562
BALDER,2001,6,0.35773,0.01755,0.00000,0.37528,0.08945,43562
BALDER,2001,7,0.29754,0.01608,0.00000,0.31362,0.07704,43562
BALDER,2001,8,0.33897,0.01839,0.00000,0.35736,0.11932,43562
BALDER,2001,9,0.35628,0.01917,0.00000,0.37545,0.14139,43562
BALDER,2001,10,0.38326,0.02051,0.00000,0.40377,0.15677,43562
BALDER,2001,11,0.34621,0.01858,0.00000,0.36479,0.16976,43562
BALDER,2001,12,0.35147,0.02254,0.00000,0.37401,0.15440,43562
BALDER,2002,1,0.34615,0.02352,0.00000,0.36967,0.18970,43562
BALDER,2002,2,0.20986,0.00546,0.00000,0.21532,0.10252,43562
BALDER,2002,3,0.35298,0.02356,0.00000,0.37654,0.20182,43562
BALDER,2002,4,0.29901,0.02164,0.00000,0.32065,0.20054,43562
BALDER,2002,5,0.23222,0.01532,0.00000,0.24754,0.14168,43562
BALDER,2002,6,0.30475,0.02197,0.00000,0.32672,0.22059,43562
BALDER,2002,7,0.30928,0.02301,0.00000,0.33228,0.23459,43562
BALDER,2002,8,0.30159,0.02252,0.00000,0.32411,0.14215,43562
BALDER,2002,9,0.27723,0.02076,0.00000,0.29799,0.24191,43562
BALDER,2002,10,0.27684,0.02065,0.00000,0.29749,0.22381,43562
BALDER,2002,11,0.26567,0.01902,0.00000,0.28469,0.22606,43562
BALDER,2002,12,0.26049,0.01829,0.00000,0.27878,0.24518,43562
BALDER,2003,1,0.24523,0.01709,0.00000,0.26232,0.20688,43562
BALDER,2003,2,0.27731,0.01906,0.00000,0.29637,0.17973,43562
BALDER,2003,3,0.33212,0.02545,0.00000,0.35757,0.19685,43562
BALDER,2003,4,0.36327,0.02333,0.00000,0.38660,0.20182,43562
BALDER,2003,5,0.34696,0.02413,0.00000,0.37109,0.15099,43562
BALDER,2003,6,0.34421,0.02475,0.00000,0.36896,0.14880,43562
BALDER,2003,7,0.32533,0.01961,0.00000,0.34493,0.25323,43562
BALDER,2003,8,0.24785,0.01403,0.00000,0.26188,0.18029,43562
BALDER,2003,9,0.35253,0.02097,0.00000,0.37351,0.21859,43562
BALDER,2003,10,0.36554,0.02177,0.00000,0.38731,0.12915,43562
BALDER,2003,11,0.39578,0.02276,0.00000,0.41854,0.16562,43562
BALDER,2003,12,0.35333,0.01992,0.00000,0.37325,0.13136,43562
BALDER,2004,1,0.40033,0.02285,0.00000,0.42319,0.20124,43562
BALDER,2004,2,0.39536,0.02229,0.00000,0.41765,0.19935,43562
BALDER,2004,3,0.40390,0.02278,0.00000,0.42667,0.20627,43562
BALDER,2004,4,0.50961,0.02851,0.00000,0.53813,0.24270,43562
BALDER,2004,5,0.55290,0.02920,0.00000,0.58210,0.28755,43562
BALDER,2004,6,0.53721,0.03107,0.00000,0.56829,0.26722,43562
BALDER,2004,7,0.59783,0.03317,0.00000,0.63100,0.29392,43562
BALDER,2004,8,0.59783,0.03334,0.00000,0.63117,0.24200,43562
BALDER,2004,9,0.50317,0.02738,0.00000,0.53055,0.15683,43562
BALDER,2004,10,0.50233,0.02799,0.00000,0.53032,0.21155,43562
BALDER,2004,11,0.43088,0.02291,0.00000,0.45379,0.10178,43562
BALDER,2004,12,0.61456,0.03193,0.00000,0.64649,0.21662,43562
BALDER,2005,1,0.57191,0.02990,0.00000,0.60181,0.19911,43562
BALDER,2005,2,0.55000,0.02927,0.00000,0.57927,0.20025,43562
BALDER,2005,3,0.61680,0.03293,0.00000,0.64973,0.26895,43562
BALDER,2005,4,0.58815,0.03099,0.00000,0.61914,0.23961,43562
BALDER,2005,5,0.59561,0.03152,0.00000,0.62713,0.22942,43562
BALDER,2005,6,0.57166,0.02983,0.00000,0.60149,0.23425,43562
BALDER,2005,7,0.59300,0.03058,0.00000,0.62358,0.22519,43562
BALDER,2005,8,0.61758,0.03344,0.00000,0.65102,0.26229,43562
BALDER,2005,9,0.46695,0.02661,0.00000,0.49356,0.18538,43562
BALDER,2005,10,0.60513,0.03474,0.00000,0.63987,0.23299,43562
BALDER,2005,11,0.58439,0.03118,0.00000,0.61557,0.22943,43562
BALDER,2005,12,0.62323,0.03309,0.00000,0.65632,0.28509,43562
BALDER,2006,1,0.62941,0.03557,0.00000,0.66497,0.28376,43562
BALDER,2006,2,0.54035,0.03252,0.00000,0.57287,0.08198,43562
BALDER,2006,3,0.58642,0.02961,0.00000,0.61604,0.18532,43562
BALDER,2006,4,0.52779,0.02549,0.00000,0.55328,0.28611,43562
BALDER,2006,5,0.54595,0.02479,0.00000,0.57073,0.29479,43562
BALDER,2006,6,0.48227,0.01388,0.00000,0.49615,0.27384,43562
BALDER,2006,7,0.51313,0.02429,0.00000,0.53741,0.23932,43562
BALDER,2006,8,0.52909,0.02593,0.00000,0.55502,0.29071,43562
BALDER,2006,9,0.46913,0.02170,0.00000,0.49084,0.27188,43562
BALDER,2006,10,0.51836,0.02382,0.00000,0.54218,0.28977,43562
